,Unnamed: 0,Company_Name,Email_Address,Phone_Number,Address
1209,1209,TIO JAYA MOTOR TOKO,info@.......com,0899-8197-994,"SITU GEDE I NO 22 RT 6/12, JAKARTA TIMUR Jakarta, 13720"
1210,1210,Dealer Motor Honda Jakarta Tangerang,maximus@.......com,021 5454486,"Cengkareng Jakarta, 11730"
1211,1211,Jaya Karta Machine,zennoss99@.......com,,"Jl. Gatot Subroto 36, Bandung West Java, 40284"
1212,1212,Alisindo Multitehnik,,0626 14142355,
1213,1213,Cahaya Bintang Engineering,,0852-9545-0802,"Office : Jl. Rancabentang Barat 150 RT 05/25, Cibeureum., Cimahi West Java, 40535"
1214,1214,PT. WIRYA KRENINDO PERKASA,cahayabintangengineering@.......com,024 70560728,"ln.Majapahit Ruko Gayamsari No. 21 Gayasari Semarang jawa tengah Indonesia, Semarang Central Java, 50161"
1215,1215,Rumah Kerudung Umi,,021 99947920,"Jl.Garuda 2/33 Inkoppol Jakasampurna, Bekasi West Java, 17145"
1216,1216,PT Mesin Kasir Online,,031 5953333,"51 Jalan Arief Rahman Hakim, Jawa Timur Jawa Timur, 60117"
1217,1217,db7print,zul.lombok2012@.......com,0821-3943-7057,"Jl. Dupak Bandarejo No. 7 Surabaya, Surabaya East Java, 60179"
1218,1218,"Yancheng Hengsheng Insulation Co.,Ltd",info@.......net,,"{ Email: hsinsulation@yahoo.com.cn }, Jakarta Raya Jakarta, 10220"
1219,1219,Pulau Seribu - Travelitatour,info.ptwkp_tractors@.......co.id,0877-4178-1163,"Citra Garden 1 Extension, Jl. Taman Asri 2 No.2, RT.7/RW.15, Kalideres, West Jakarta City, Jakarta 11840, DKI JAKARTA DKI JAKARTA, INDONESIA 11840"
1220,1220,Anugerah Sistema Perkasa PT,tourtravelita@.......com,0622 14606003,"Jl. Raya Bekasi Km24 (Jl. Jagir Wonokromo 100 Surabaya), Ruko Taman Modern Kav. R4/No.01 Jakarta Utara Jakarta, 13960"
1221,1221,PT. Elang Surya Sentosa,pin2@.......com,021 32773021,"Jl.Gorontalo III No.6, Jakarta Jakarta, 14430"
1222,1222,Jilbab Grosir,,0852-3003-6876,"Jl Arjuna II No.6 Triwung Lor, Probolinggo East Java, 67223"
1223,1223,Mount Rinjani Trekking,lomboktrekking@.......com,0370 6686625,"Jl Pemuda No 3, A Gomong Lama Mataram City, 83355"
1224,1224,Bali Sea Cafe,info.hexindo@.......com,0857-3968-5344,"Jalan Pantai Kedonganan, Badung Bali, 80361"
1225,1225,masterjasa,masterjasa@.......com,021 3523410,"suryopranoto 85, jakarta pusat Jakarta, 10160"
1226,1226,12Monkeys Productions,marketing@.......com,021 93393177,"Jl. Kejaksaan No 41B, Jakarta Jakarta, 13430"
1227,1227,Goodtea,becto26@.......com,024 8310787,"Rt 03 / 06, Kelurahan Jomblang Central Java, 50256"
1228,1228,Mustikacare,sales@.......co.id,0812-1819-3477,"DASANA INDAH SS 4 NO 7, TANGERANG, 15821"
1229,1229,Lombok Trekking,landeeflange@.......com,0812-3722-940,"Jl Pemuda No 3, A Gomong Lama Mataram City, 83355"
1230,1230,Bisnispribadi,hsinsulation@.......com,022 76206096,
1231,1231,ANUGERAH SAMUDRA PACIFIC,jilbabkerudung@.......com,021 83706663,"Jl. Tebet Dalam IV No. 11B, Jakarta Selatan Jakarta, 12810"
1232,1232,Top Cycles,store@.......com,0852-7681-4591,"Jl. Duyung Pasar Angkasa 182, Tanjung Uma, Batam Riau, 29432"
1233,1233,Kampung Kerudung,ridwanexim@.......com,021 93663616,"Jl Margasatwa no 25A, Jakarta, 12450"
1234,1234,Ziegra,sales@.......co.id,0623 15677256,
1235,1235,"Telescopic Mobile Cranes, Pick and Carry Cranes, from 3 to 15 ton.",info@.......it,,"RIGANTE - Minicranes, Self Propelled Cranes, Italy made., Jakarta Jakarta, 11160"
1236,1236,Dunia Lampu,reni_fazriyah@.......com,0812-8566-397,"Pinangsia Plaza Lt. 3 No. 26, Jakarta, 11180"
1237,1237,Niaga Computer,perbaikankomputer@.......co.id,021 63851728,
1238,1238,Global Master,menus@.......nl,021 3523410,"jl. suryopranoto no. 85 lt.3, jakarta pusat Jakarta, 10160"
1239,1239,ZENITH ALLMART PRECISINDO,sales@.......biz,0623 18985985,"Jl. Raya Krian-Mojokerto Km. 2,1 No. 168, Sidoarjo East Java, 61263"
1240,1240,service projector jakarta,lomboktrekking@.......com,021 34763200,"Jl Prof. Dr. Satrio, Jakarta Selatan Jakarta, 12930"
1241,1241,Ariwanni,ariwanni@.......centrin.net.id,022 4200066,"Jl Kautamaan Istri 26, Bandung West Java, 40250"
1242,1242,Depo Otomotif,marketing@.......com,021 70900481,"MGK - Mega Kemayoran, Jakarta Pusat Jakarta, 10610"
1243,1243,Mulia Motor,depootomotif@.......com,0838-9898-5553,"Jl. Bandengan Selatan No. 84A/11, Jakarta Utara Jakarta, 11450"
1244,1244,Indonesialiveaboard,cruises@.......com,0623 61774504,
1245,1245,Po_Qyu Collection & Advertising,dunia.lampu@.......com,0898-3332-668,"Rungkut Lor 7 Dalam 4D, Surabaya East Java, 60293"
1246,1246,Achmad,baihaqyilham@.......co.id,022 76800965,
1247,1247,Jalaner Tour & Travel,rezadb7@.......com,021 71339101,"Graha Ardani Jl Warung Silah no 111 Jakarta Selatan, jakarta Jakarta, 12511"
1248,1248,Dutaspace,kampungkerudung@.......com,0361 7481000,"Jl Gunung Kapur No 27, Denpasar BALI, 80119"
1249,1249,Pulisan Jungle Beach Resort,jalaners@.......com,0624 31838185,
1250,1250,Bali Trip Tour,motor.mulia@.......com,0856-3939-696,
1251,1251,tokomap.com,po_qyuads@.......co.id,0813-1122-7732,"jl. way sekampung, kompleks alhidayah pamenagng, pringsewu Lampung, 35373"
1252,1252,Pratama Listrik Kenari,pratamalistrik@.......com,,"Jalan Salemba Raya, Jakarta Pusat Jakarta, 10430"
1253,1253,PT. WIKA KARYA PERSADA,info@.......com,021 49555637,"Jln. Raya Gebang Pulo Gebang Cakung, Jakarta Jakarta, 10150"
1254,1254,Travel 2 Lombok,e_heriyatno@.......com,0370 6686625,"Jl Pemuda No 3, A Gomong Lama Mataram City, 83355"
1255,1255,Lombok Rooms,booking@.......com,0370 692179,"Senggigi Plaza Block A3 No 06, West Lombok, 83355"
1256,1256,Hariom's Tailor & Textile,info@.......com,0622 13457403,"Jln. Pasar Baru Selatan # 1, Jakarta Jakarta, 10710"
1257,1257,Toko Tupperware,harioms@.......net.id,,"Tomang, Jakarta Barat, Jakarta Jakarta, 11410"
1258,1258,Melka Hotel Bali,wiakakaryapersada50@.......com,0623 6241552,
1259,1259,Indonesiaexpedi-tour,ciptadata2@.......com,0622 53804139,"JlRaya Carita Km 12, Sunset view Hotel Banten, 42264"
1260,1260,Bordir Kudus,reservation@.......com,021 82615328,"Villa Asri F/9, Bekasi West Java, 17310"
1261,1261,GNE Cabang Solo Bandung Jayapura Pontianak,iwan.yistya@.......com,0838-6610-4686,"Klodran Indah Barat C.1, Solo Central Java, 57172"
1262,1262,Arttitudes,info@.......com,0622 22507939,"N VISUAL ART ARCHIVE, YOGYAKARTA, 55133"
1263,1263,Dive Trip,global.master@.......com,,
1264,1264,Kasyasindo Megah Perkasa,mumer2510@.......com,021 71225678,"Perkantoran Stadion Lebak Bulus TS IV, Jakarta Selatan Jakarta, 12440"
1265,1265,Qisthi Collection,info@.......com,0817-0300-3040,"Jalan Raya Semolowaru no. 133 baya, Surabaya East Java, 60119"
1266,1266,Gerai Jilbab,info@.......co.id,021 58358629,"Jl Setia no 19 Rt 001/03 Kedoya Selatan, Jakarta Barat Jakarta, 11520"
1267,1267,Gunung Rinjani,info@.......com,0370 692179,"Senggigi Plaza Block A3 No 06, West Lombok, 83355"
1268,1268,Lombok Sunset House,sales@.......com,0370 692179,"Jl Batu Bolong - Senggigi Km 02, West Lombok, 83355"
1269,1269,Melz Event Organizer,lomboktrekking@.......com,0818-0604-1985,"Jl. Pangeran Jayakarta, Jakarta Pusat Jakarta, 10730"
1270,1270,Singapore Airlines,apud.carita@.......com,0624 31874808,"Walanda Maramis No 214, St Manado North Sulawesi, 95122"
1271,1271,ZENITH ALLMART TECHNINDO,info@.......com,0622 16617585,"Jl. Muara Karang Blok. F6 Utara No. 9, Jakarta Jakarta, 14450"
1272,1272,RENTAL ALAT BERAT KONSTRUKSI,my@.......org,024 70560728,"Jln.Majapahit Ruko Gayamsari No. 21 Gayasari Semarang, Semarang Banten, 50161"
1273,1273,Pratama Powerindo,celly@.......com,,"Jl.taman sari raya, jakarta barat Jakarta, 10710"
1274,1274,Indonesia Photography,admin@.......com,0622 22034830,"Jalan Gunung Mas 89, Bandung West Java, 40142"
1275,1275,royal property,pratamapowerindo@.......com,0852-3103-0004,"jemursari 76, Surabaya East Java, 60237"
1276,1276,"The Westin Resort Nusa Dua, Bali",reservations.00035@.......com,0623 61771906,"Kawasan Pariwisata Nusa Dua, BTDC Lot N-3, Denpasar Bali, 80363"
1277,1277,Perkebunan Nusantara Ladang,paketseafood@.......com,0813-3372-6204,
1278,1278,7292A Brass Fasteners Brass Electrical Accessories Brass Moulding Inserts,,,"211,Brinda Street, Bangalore Kalimantan Barat, 56007"
1279,1279,Darmabali,info.ptwkp_tractors@.......co.id,0361 7804380,"Jalan Tukad Badung 98x, Denpasar Bali, 80226"
1280,1280,Brass Electrical Components,info@.......com,0778 457745,"Jodoh Squarte I Blok C 35, Batam Papua, 29432"
1281,1281,Paperglow,info@.......com,0622 19393736,
1282,1282,rumahtoner,firnadb7@.......com,0817-0372-7719,"Jl. Slamet No. 43 Perum PP Legi Indah Waru Sidoarjo, Sidoarjo East Java, 60179"
1283,1283,PELITA WIJAYA,melz.organizer@.......com,031 70909603,
1284,1284,Media Online,pelitawijaya@.......com,,"Surabaya - Indonesia, Surabaya East Java, 60132"
1285,1285,PT. YASA PATRIA PERKASA,darmabali@.......net.id,021 44759957,"Jl. Raya Cakung Cilincing Km, 4/5 Jakarta Utarta, Bekasi Jakarta, 14140"
1286,1286,Elektrical dan Technical Supply,pt.yasapatriaperkasa@.......com,021 29094428,"Cikarang Square blok b 16, Cikarang East Java, 17550"
1287,1287,Pratama Powerindo,,,"jl.taman sari raya, Jakarta barat Jakarta, 10710"
1288,1288,Quanesha,gadingjayajakarta@.......com,0815-5505-989,"Blok BB 46 No 28, Malang East Java, 65143"
1289,1289,Booth.Palembang,,0821-7777-2040,"Jalan Letjen Harun Sohar, South Sumatra South Sumatra, 30961"
1290,1290,Addie&partners,marketing@.......com,0815-6674-422,
1291,1291,Hurricane Indonesia,,021 56947924,
1292,1292,Toko Lis Bordir,kris.onedono@.......com,0813-6314-4161,"Blok C No.136 &amp; Blok H No.11-12 Aur Kuning, Bukittinggi West Sumatra, 26131"
1293,1293,7292A Brass Fasteners Brass Electrical Accessories Brass Moulding Inserts,info@.......com,,"Permata Hijau, Boulevard Barat 75 Jakarta Selatan Jakarta Raya, 12210"
1294,1294,Data Plus,pocket.guide@.......com,021 42802438,"Ruko Mega Grosir Cempaka Mas Blok K No 6, Jakarta Pusat, 10640"
1295,1295,Eco Tours Indonesia,order@.......com,0333 8924246,
1296,1296,Waktu.shop Indonesia,cs@.......com,0813-3453-4570,
1297,1297,Persada Kusuma Wisata,office@.......com,0622 18271409,"Jln PLN No 1 Duren Tiga, Jakarta Jakarta, 12780"
1298,1298,Toko Kain Online,jezohare@.......net.id,0878-3962-8118,
1299,1299,Ecotoursindonesia,info@.......com,0333 8924246,
1300,1300,MITRA BANGUN GRIYO GALVALUM,jilbabgrosirmurahsurabaya@.......com,0815-1566-7992,"Jl. Raya Kedung Wonokerto - Prambon, Mojokerto East Java, 61382"
1301,1301,Warung Jilbab & Accessories,fincollection1@.......com,0857-1626-9053,"Perum Alinda II E7 No. 11, Bekasi Utara West Java, 17125"
1302,1302,PT Perkasa Inti,marketing@.......com,031 8285909,"Jl. Menanggal Indah 8 No 34, Surabaya Jawa Timur, 60234"
1303,1303,PT.WIJAYA MEGAH SARANA,marketing@.......com,0551 216091,"Jln. Yos Sudarso Rt.29 No. 2 Kalimantan Timur 77113 Tarakan, Kalimantan Timur Kalimantan Timur, 77113"
1304,1304,Steel Pipe Fitting Valves Flanges Landee,mbgconstructionsurabaya@.......com,,"walikota mustajab 2, surabaya East Java, 60272"
1305,1305,INDOFILTER 0811-1881234,info@.......com,0811-1881-234,"Komp Ruko Palem Ganda Asri B/A5 No 3, Tangerang Banten, 15157"
1306,1306,"Samudera Anugerah Internusa, PT",ayu@.......com,0852-6446-9988,"Jl. Engku Putri Graha Pena Building 8th floor No. 805 Batam Center, Batam Riau Islands, 29461"
1307,1307,Jual Batu Alam - Cahaya Alam Stone,info@.......com,0813-1695-6069,"Jl.Letda Nasir, No.62 RT01/10 Cikeas Udik BOGOR, Gunung Putri KABUPATEN BOGOR, West Java 16966"
1308,1308,I Bali Tour,promoinfo100@.......com,0361 9080678,"Jalan Raya Teges No. 30 Peliatan, Ubud, Bali, Ubud Bali, 80571"
1309,1309,Hotel Gili Air,marketing@.......com,0623 70643580,
1310,1310,zalfa'_design,ibalitour@.......com,021 91132525,"Jakarta, Jakarta Jakarta, 13720"
1311,1311,Raja Motor,cahbenks@.......com,021 84596707,
1312,1312,Korindo-network,info@.......com,0623 70647327,
1313,1313,Garis Hijau,admin@.......com,0856-2255-378,"Jakarta, Jakarta Jakarta, 14240"
1314,1314,Air,garishijau@.......com,0817-9854-203,
1315,1315,Hartip Simorangkir,,021 32728806,"Lantai 11, Jakarta Jakarta, 10220"
1316,1316,Ayesha Butik Muslim,ayesha.moeslimhouse@.......com,0813-3410-1112,"Jl. Bunga Desember No. 33, Malang East Java, 65141"
1317,1317,Cable Glands Asia,landee@.......cn,,"Taihua Park,, Shijiazhuang Jakarta Raya"
1318,1318,"Park Center Pulomas "" TIFOLIA APARTMENT """,,0813-1679-1888,"Jl. Perintis Kemerdekaan, Jakarta Jakarta, 14130"
1319,1319,Bloomz Flowers,p3t3r_zon3@.......com,0361 2171149,
1320,1320,Java Adventure Indonesia,info.ptwijayamegahsarana@.......com,0623 35430751,
1321,1321,Indonesia Journey,info@.......or.id,021 87716939,
1322,1322,Borneo Discovery Tours,info@.......com,0542 7254677,"Jl Harapan No38 GnSari Ilir, KPAPAN BALI, 76121"
1323,1323,Swiss-Belhotel International,info@.......com,0622 24240000,"Jl Otto Iskandardinata No16, Bandung West Java, 40171"
1324,1324,Cable Glands World Wide,bandung@.......com,,"Jln. Gunung Indah, Cirendeu Jakarta Raya"
1325,1325,Anyer Carita,info@.......com,,20967
1326,1326,A Brass Neutral Links Neutral Bars Brass Neutral Terminal Bars,info@.......com,,"Kedoya Elok Plaza Blok Dc-50, Panjang Jakarta Raya, 11520"
1327,1327,Cable Gland India,,,"Polaris Scientific House Komp, Matraman Raya Jakarta Raya, 13150"
1328,1328,Wisata Melayu,info@.......com,0622 74379250,
1329,1329,Omura Racing,cahaya.alam88@.......com,021 4516722,"Jl. Gading Kirana Timur A 11 no 17, Jakarta Utara Jakarta, 14240"
1330,1330,Jaya Motor Bengkel & Sewa Mobil,sales@.......com,,"Jl Seha no 6 Jakarta Selatan, Jakarta Jakarta, 12220"
1331,1331,PT.Srikandi Diamond Motors Mampang Jakarta Selatan,,,"JL.Mampang prapatan Raya No.21-23.Warung Buncit, Jakarta Selatan West Java, 12790"
1332,1332,Tin And Saung Angklung Udjo,franchise@.......com,,
1333,1333,Isoftwarehouse,ahmad@.......net,021 91725638,"Jl Encep Kartawiria no 62 Cimahi, Bandung West Java, 40512"
1334,1334,Orangutan-tour,marketing@.......com,0813-4979-7705,
1335,1335,Swiss-belhotel International,info@.......com,0622 15606040,"Suite C-06-03 - Plaza Mont' Kiara, Mont' Kiara, 50480"
1336,1336,A Brass Insert Fasteners India,srikandijakarta@.......com,,"JL. GARU II VILLA HARJOSARI INDAH I KAV. 37-37A, Medan North Sumatra, 20147"
1337,1337,Harapan Bangsa,marketing@.......info,0623 41744222,"Jl. Raya Bangil Sukorejo No. 10, Pasuruan East Java, 65153"
1338,1338,Palugada,support@.......net,021 6599331,"Ruko Gatep 19 J, Jakarta Pusat Jakarta, 10730"
1339,1339,Toydistro,sbiid@.......com,0622 18299969,
1340,1340,Indo Lingua Translocalize,exeqzalie@.......com,0628 11174361,"Ruko Cirendeu Residence AA 3-4, Tangerang, 15419"
